37.98	1.706	62.43	3.70	2.21	135.88	21.57	5	5	36.68
37.46	1.73	66.75	3.72	2.24	133.06	21.42	5	5	36.94
39.58	1.637	63.63	3.62	2.12	144.56	22.02	5	5	35.93
37.98	1.706	68.51	3.70	2.21	135.88	21.57	5	5	36.68
39.23	1.652	68.92	3.64	2.14	142.60	21.92	5	5	36.10
39.13	1.656	61.19	3.64	2.15	142.08	21.89	5	5	36.14
39.04	1.66	58.35	3.65	2.15	141.57	21.87	5	5	36.18
38.71	1.674	58.88	3.66	2.17	139.79	21.78	5	5	36.34
39.90	1.624	62.09	3.61	2.11	146.30	22.11	5	5	35.79
38.03	1.704	61.84	3.69	2.21	136.12	21.58	5	5	36.66
38.57	1.68	61.23	3.67	2.18	139.05	21.74	5	5	36.40
39.06	1.659	59.51	3.64	2.15	141.70	21.87	5	5	36.17
38.39	1.688	64.56	3.68	2.19	138.06	21.69	5	5	36.49
37.57	1.725	57.76	3.72	2.24	133.64	21.45	5	5	36.89
38.80	1.67	61.58	3.66	2.17	140.30	21.80	5	5	36.29
37.54	1.726	66.86	3.72	2.24	133.53	21.45	5	5	36.90
38.12	1.7	64.59	3.69	2.20	136.60	21.61	5	5	36.62
39.39	1.645	64.42	3.63	2.13	143.51	21.97	5	5	36.02
39.42	1.644	61.18	3.63	2.13	143.64	21.97	5	5	36.01
37.70	1.719	61.40	3.71	2.23	134.34	21.49	5	5	36.82
38.23	1.695	61.06	3.68	2.20	137.20	21.64	5	5	36.56
37.52	1.727	69.64	3.72	2.24	133.41	21.44	5	5	36.91
38.28	1.693	60.74	3.68	2.19	137.45	21.65	5	5	36.54
39.25	1.651	58.51	3.64	2.14	142.73	21.93	5	5	36.09
38.43	1.686	58.41	3.67	2.19	138.31	21.70	5	5	36.47
38.21	1.696	61.14	3.69	2.20	137.08	21.63	5	5	36.58
38.64	1.677	61.99	3.66	2.17	139.42	21.76	5	5	36.37
38.64	1.677	59.22	3.66	2.17	139.42	21.76	5	5	36.37
39.18	1.654	62.85	3.64	2.14	142.34	21.91	5	5	36.12
38.23	1.695	61.67	3.68	2.20	137.20	21.64	5	5	36.56
38.25	1.694	56.11	3.68	2.20	137.33	21.65	5	5	36.55
38.53	1.682	56.52	3.67	2.18	138.80	21.72	5	5	36.42
38.69	1.675	58.53	3.66	2.17	139.67	21.77	5	5	36.35
37.83	1.713	59.05	3.70	2.22	135.05	21.53	5	5	36.76
39.80	1.628	56.91	3.61	2.11	145.76	22.08	5	5	35.83
38.21	1.696	56.27	3.69	2.20	137.08	21.63	5	5	36.58
38.28	1.693	59.38	3.68	2.19	137.45	21.65	5	5	36.54
38.69	1.675	59.54	3.66	2.17	139.67	21.77	5	5	36.35
38.37	1.689	59.01	3.68	2.19	137.94	21.68	5	5	36.50
39.18	1.654	55.03	3.64	2.14	142.34	21.91	5	5	36.12
38.59	1.679	60.77	3.67	2.18	139.17	21.74	5	5	36.39
39.54	1.639	61.53	3.62	2.12	144.30	22.01	5	5	35.96
38.46	1.685	63.83	3.67	2.18	138.43	21.70	5	5	36.46
39.18	1.654	63.17	3.64	2.14	142.34	21.91	5	5	36.12
37.94	1.708	60.93	3.70	2.21	135.64	21.56	5	5	36.70
38.85	1.668	58.33	3.65	2.16	140.55	21.82	5	5	36.27
38.78	1.671	59.18	3.66	2.17	140.17	21.80	5	5	36.30
39.34	1.647	65.06	3.63	2.14	143.25	21.95	5	5	36.04
38.25	1.694	60.94	3.68	2.20	137.33	21.65	5	5	36.55
38.01	1.705	61.94	3.70	2.21	136.00	21.58	5	5	36.67
38.53	1.682	61.68	3.67	2.18	138.80	21.72	5	5	36.42
39.30	1.649	57.72	3.63	2.14	142.99	21.94	5	5	36.06
38.80	1.67	60.84	3.66	2.17	140.30	21.80	5	5	36.29
38.87	1.667	60.49	3.65	2.16	140.68	21.82	5	5	36.26
38.53	1.682	58.12	3.67	2.18	138.80	21.72	5	5	36.42
38.50	1.683	62.93	3.67	2.18	138.67	21.72	5	5	36.43
38.39	1.688	59.06	3.68	2.19	138.06	21.69	5	5	36.49
38.14	1.699	64.08	3.69	2.20	136.72	21.62	5	5	36.61
38.97	1.663	63.34	3.65	2.16	141.18	21.85	5	5	36.22
38.59	1.679	58.79	3.67	2.18	139.17	21.74	5	5	36.39
