32.97	38.48	1.684	59.82	3.67	2.18	138.55	21.71
32.35	39.98	1.621	57.65	3.6	2.1	146.71	22.13
32.72	39.08	1.658	58.76	3.64	2.15	141.82	21.88
32.52	39.56	1.638	55.55	3.62	2.12	144.43	22.01
32.57	39.44	1.643	55	3.63	2.13	143.77	21.98
32.65	39.25	1.651	54.85	3.64	2.14	142.73	21.93
33.1	38.19	1.697	64.56	3.69	2.2	136.96	21.63
33.18	38.01	1.705	60.19	3.7	2.21	136	21.58
33.11	38.16	1.698	60.74	3.69	2.2	136.84	21.62
32.84	38.8	1.67	63.76	3.66	2.17	140.3	21.8
32.99	38.43	1.686	61.57	3.67	2.19	138.31	21.7
32.94	38.57	1.68	59.99	3.67	2.18	139.05	21.74
33.33	37.67	1.72	61.92	3.71	2.23	134.22	21.48
33.32	37.7	1.719	60.7	3.71	2.23	134.34	21.49
32.72	39.08	1.658	64.65	3.64	2.15	141.82	21.88
32.78	38.94	1.664	63.92	3.65	2.16	141.06	21.84
32.64	39.27	1.65	55.73	3.64	2.14	142.86	21.93
32.53	39.54	1.639	60.52	3.62	2.12	144.3	22.01
32.55	39.49	1.641	55.46	3.63	2.13	144.03	21.99
32.86	38.76	1.672	57.9	3.66	2.17	140.05	21.79
32.84	38.8	1.67	60.28	3.66	2.17	140.3	21.8
33.49	37.31	1.737	64.92	3.73	2.25	132.26	21.38
32.63	39.3	1.649	59.67	3.63	2.14	142.99	21.94
32.54	39.51	1.64	56.88	3.62	2.13	144.16	22
32.78	38.94	1.664	60.59	3.65	2.16	141.06	21.84
33.04	38.32	1.691	57.05	3.68	2.19	137.69	21.67
32.86	38.76	1.672	63.17	3.66	2.17	140.05	21.79
32.97	38.48	1.684	59.53	3.67	2.18	138.55	21.71
32.92	38.62	1.678	55.06	3.67	2.18	139.3	21.75
32.59	39.39	1.645	62.03	3.63	2.13	143.51	21.97
33.07	38.25	1.694	58.53	3.68	2.2	137.33	21.65
32.96	38.53	1.682	61.01	3.67	2.18	138.8	21.72
32.56	39.46	1.642	59.22	3.63	2.13	143.9	21.99
33.11	38.16	1.698	60.3	3.69	2.2	136.84	21.62
33.07	38.25	1.694	56.02	3.68	2.2	137.33	21.65
33.32	37.7	1.719	63.72	3.71	2.23	134.34	21.49
32.75	39.01	1.661	56.12	3.65	2.15	141.44	21.86
32.84	38.8	1.67	60.95	3.66	2.17	140.3	21.8
32.65	39.25	1.651	60.17	3.64	2.14	142.73	21.93
33.11	38.16	1.698	61.44	3.69	2.2	136.84	21.62
32.7	39.13	1.656	54.62	3.64	2.15	142.08	21.89
32.85	38.78	1.671	59.69	3.66	2.17	140.17	21.8
33.02	38.37	1.689	59.62	3.68	2.19	137.94	21.68
32.62	39.32	1.648	59.39	3.63	2.14	143.12	21.95
32.92	38.62	1.678	57.81	3.67	2.18	139.3	21.75
33.02	38.37	1.689	61.24	3.68	2.19	137.94	21.68
33.03	38.34	1.69	60.69	3.68	2.19	137.81	21.67
32.88	38.71	1.674	57.1	3.66	2.17	139.79	21.78
33.3	37.74	1.717	62.4	3.71	2.23	134.58	21.5
32.77	38.97	1.663	59.23	3.65	2.16	141.18	21.85
32.77	38.97	1.663	56.6	3.65	2.16	141.18	21.85
33.02	38.37	1.689	61.49	3.68	2.19	137.94	21.68
33.08	38.23	1.695	60.91	3.68	2.2	137.2	21.64
33	38.41	1.687	59.42	3.68	2.19	138.18	21.69
33.17	38.03	1.704	62.35	3.69	2.21	136.12	21.58
32.44	39.75	1.63	58.11	3.61	2.11	145.49	22.07
32.92	38.62	1.678	54.53	3.67	2.18	139.3	21.75
32.72	39.08	1.658	60.08	3.64	2.15	141.82	21.88
32.65	39.25	1.651	55.82	3.64	2.14	142.73	21.93
33.05	38.3	1.692	62.38	3.68	2.19	137.57	21.66
32.52	39.56	1.638	56.78	3.62	2.12	144.43	22.01
32.73	39.06	1.659	59.02	3.64	2.15	141.7	21.87
32.8	38.9	1.666	57.35	3.65	2.16	140.8	21.83
33.05	38.3	1.692	60.95	3.68	2.19	137.57	21.66
32.84	38.8	1.67	58.73	3.66	2.17	140.3	21.8
33.27	37.81	1.714	59.48	3.7	2.22	134.93	21.52
32.93	38.59	1.679	61.07	3.67	2.18	139.17	21.74
32.91	38.64	1.677	58.34	3.66	2.17	139.42	21.76
32.6	39.37	1.646	56.58	3.63	2.13	143.38	21.96
32.7	39.13	1.656	58.38	3.64	2.15	142.08	21.89
32.63	39.3	1.649	59.51	3.63	2.14	142.99	21.94
33.31	37.72	1.718	65.26	3.71	2.23	134.46	21.5
32.79	38.92	1.665	56.69	3.65	2.16	140.93	21.83
32.64	39.27	1.65	61.54	3.64	2.14	142.86	21.93
32.68	39.18	1.654	57.8	3.64	2.14	142.34	21.91
33.32	37.7	1.719	64.29	3.71	2.23	134.34	21.49
32.97	38.48	1.684	56.5	3.67	2.18	138.55	21.71
32.85	38.78	1.671	58.56	3.66	2.17	140.17	21.8
32.85	38.78	1.671	58.82	3.66	2.17	140.17	21.8
33.02	38.37	1.689	57.44	3.68	2.19	137.94	21.68
32.41	39.83	1.627	56.82	3.61	2.11	145.9	22.09
33.02	38.37	1.689	58.34	3.68	2.19	137.94	21.68
32.68	39.18	1.654	58.64	3.64	2.14	142.34	21.91
32.41	39.83	1.627	57.81	3.61	2.11	145.9	22.09
32.87	38.73	1.673	58.11	3.66	2.17	139.92	21.78
32.82	38.85	1.668	57.31	3.65	2.16	140.55	21.82
32.97	38.48	1.684	59.64	3.67	2.18	138.55	21.71
33.15	38.07	1.702	58.25	3.69	2.21	136.36	21.6
32.54	39.51	1.64	57.34	3.62	2.13	144.16	22
33.18	38.01	1.705	63.19	3.7	2.21	136	21.58
33.49	37.31	1.737	63.45	3.73	2.25	132.26	21.38
32.5	39.61	1.636	56.69	3.62	2.12	144.69	22.03
33.72	36.8	1.761	63.25	3.76	2.28	129.56	21.23
32.93	38.59	1.679	58.82	3.67	2.18	139.17	21.74
33.42	37.46	1.73	64.65	3.72	2.24	133.06	21.42
33.48	37.33	1.736	61.62	3.73	2.25	132.37	21.38
33.06	38.28	1.693	56.89	3.68	2.19	137.45	21.65
33.62	37.01	1.751	65.48	3.74	2.27	130.68	21.29
33.17	38.03	1.704	61.51	3.69	2.21	136.12	21.58
33.1	38.19	1.697	62.96	3.69	2.2	136.96	21.63
33.45	37.39	1.733	66.64	3.73	2.25	132.72	21.4
33.17	38.03	1.704	62.22	3.69	2.21	136.12	21.58
33.61	37.03	1.75	63.56	3.74	2.27	130.79	21.3
32.86	38.76	1.672	66.61	3.66	2.17	140.05	21.79
32.87	38.73	1.673	68.78	3.66	2.17	139.92	21.78
33.65	36.94	1.754	65.71	3.75	2.27	130.34	21.27
33.05	38.3	1.692	64.25	3.68	2.19	137.57	21.66
33.51	37.26	1.739	68.69	3.73	2.25	132.03	21.37
33.33	37.65	1.721	66.7	3.71	2.23	134.11	21.48
33.2	37.96	1.707	61.45	3.7	2.21	135.76	21.56
32.96	38.5	1.683	63.5	3.67	2.18	138.67	21.72
32.93	38.59	1.679	62.14	3.67	2.18	139.17	21.74
32.99	38.43	1.686	61.72	3.67	2.19	138.31	21.7
33.79	36.65	1.768	67.23	3.76	2.29	128.8	21.19
33.63	36.99	1.752	65.8	3.75	2.27	130.56	21.29
33.51	37.26	1.739	60.28	3.73	2.25	132.03	21.37
33.67	36.9	1.756	72.61	3.75	2.28	130.12	21.26
32.79	38.92	1.665	59.7	3.65	2.16	140.93	21.83
33.08	38.23	1.695	60.73	3.68	2.2	137.2	21.64
32.38	39.9	1.624	59.18	3.61	2.11	146.3	22.11
33.27	37.81	1.714	66.04	3.7	2.22	134.93	21.52
32.59	39.39	1.645	57.14	3.63	2.13	143.51	21.97
32.71	39.11	1.657	60.42	3.64	2.15	141.95	21.89
33.72	36.8	1.761	67.09	3.76	2.28	129.56	21.23
33.54	37.2	1.742	69.32	3.73	2.26	131.69	21.35
33.1	38.19	1.697	62.03	3.69	2.2	136.96	21.63
32.91	38.64	1.677	63.57	3.66	2.17	139.42	21.76
33.44	37.41	1.732	66.36	3.72	2.25	132.83	21.41
33.6	37.05	1.749	68.81	3.74	2.27	130.9	21.3
33.6	37.05	1.749	63.5	3.74	2.27	130.9	21.3
32.75	39.01	1.661	64.54	3.65	2.15	141.44	21.86
32.46	39.71	1.632	69.5	3.62	2.12	145.23	22.05
33.57	37.13	1.745	65.54	3.74	2.26	131.35	21.33
33.8	36.63	1.769	67.38	3.76	2.29	128.69	21.18
32.82	38.85	1.668	65.52	3.65	2.16	140.55	21.82
32.7	39.13	1.656	62.34	3.64	2.15	142.08	21.89
33	38.41	1.687	65.04	3.68	2.19	138.18	21.69
