33.19	37.98	1.706	62.43	3.7	2.21	135.88	21.57
33.42	37.46	1.73	66.75	3.72	2.24	133.06	21.42
32.51	39.58	1.637	63.63	3.62	2.12	144.56	22.02
33.19	37.98	1.706	68.51	3.7	2.21	135.88	21.57
32.66	39.23	1.652	68.92	3.64	2.14	142.6	21.92
32.7	39.13	1.656	61.19	3.64	2.15	142.08	21.89
32.74	39.04	1.66	58.35	3.65	2.15	141.57	21.87
32.88	38.71	1.674	58.88	3.66	2.17	139.79	21.78
32.38	39.9	1.624	62.09	3.61	2.11	146.3	22.11
33.17	38.03	1.704	61.84	3.69	2.21	136.12	21.58
32.94	38.57	1.68	61.23	3.67	2.18	139.05	21.74
32.73	39.06	1.659	59.51	3.64	2.15	141.7	21.87
33.01	38.39	1.688	64.56	3.68	2.19	138.06	21.69
33.37	37.57	1.725	57.76	3.72	2.24	133.64	21.45
32.84	38.8	1.67	61.58	3.66	2.17	140.3	21.8
33.38	37.54	1.726	66.86	3.72	2.24	133.53	21.45
33.13	38.12	1.7	64.59	3.69	2.2	136.6	21.61
32.59	39.39	1.645	64.42	3.63	2.13	143.51	21.97
32.58	39.42	1.644	61.18	3.63	2.13	143.64	21.97
33.32	37.7	1.719	61.4	3.71	2.23	134.34	21.49
33.08	38.23	1.695	61.06	3.68	2.2	137.2	21.64
33.39	37.52	1.727	69.64	3.72	2.24	133.41	21.44
33.06	38.28	1.693	60.74	3.68	2.19	137.45	21.65
32.65	39.25	1.651	58.51	3.64	2.14	142.73	21.93
32.99	38.43	1.686	58.41	3.67	2.19	138.31	21.7
33.09	38.21	1.696	61.14	3.69	2.2	137.08	21.63
32.91	38.64	1.677	61.99	3.66	2.17	139.42	21.76
32.91	38.64	1.677	59.22	3.66	2.17	139.42	21.76
32.68	39.18	1.654	62.85	3.64	2.14	142.34	21.91
33.08	38.23	1.695	61.67	3.68	2.2	137.2	21.64
33.07	38.25	1.694	56.11	3.68	2.2	137.33	21.65
32.96	38.53	1.682	56.52	3.67	2.18	138.8	21.72
32.89	38.69	1.675	58.53	3.66	2.17	139.67	21.77
33.26	37.83	1.713	59.05	3.7	2.22	135.05	21.53
32.42	39.8	1.628	56.91	3.61	2.11	145.76	22.08
33.09	38.21	1.696	56.27	3.69	2.2	137.08	21.63
33.06	38.28	1.693	59.38	3.68	2.19	137.45	21.65
32.89	38.69	1.675	59.54	3.66	2.17	139.67	21.77
33.02	38.37	1.689	59.01	3.68	2.19	137.94	21.68
32.68	39.18	1.654	55.03	3.64	2.14	142.34	21.91
32.93	38.59	1.679	60.77	3.67	2.18	139.17	21.74
32.53	39.54	1.639	61.53	3.62	2.12	144.3	22.01
32.98	38.46	1.685	63.83	3.67	2.18	138.43	21.7
32.68	39.18	1.654	63.17	3.64	2.14	142.34	21.91
33.21	37.94	1.708	60.93	3.7	2.21	135.64	21.56
32.82	38.85	1.668	58.33	3.65	2.16	140.55	21.82
32.85	38.78	1.671	59.18	3.66	2.17	140.17	21.8
32.61	39.34	1.647	65.06	3.63	2.14	143.25	21.95
33.07	38.25	1.694	60.94	3.68	2.2	137.33	21.65
33.18	38.01	1.705	61.94	3.7	2.21	136	21.58
32.96	38.53	1.682	61.68	3.67	2.18	138.8	21.72
32.63	39.3	1.649	57.72	3.63	2.14	142.99	21.94
32.84	38.8	1.67	60.84	3.66	2.17	140.3	21.8
32.81	38.87	1.667	60.49	3.65	2.16	140.68	21.82
32.96	38.53	1.682	58.12	3.67	2.18	138.8	21.72
32.96	38.5	1.683	62.93	3.67	2.18	138.67	21.72
33.01	38.39	1.688	59.06	3.68	2.19	138.06	21.69
33.12	38.14	1.699	64.08	3.69	2.2	136.72	21.62
32.77	38.97	1.663	63.34	3.65	2.16	141.18	21.85
32.93	38.59	1.679	58.79	3.67	2.18	139.17	21.74
32.56	39.46	1.642	64.5	3.63	2.13	143.9	21.99
33.04	38.32	1.691	69.93	3.68	2.19	137.69	21.67
32.63	39.3	1.649	68.6	3.63	2.14	142.99	21.94
33.03	38.34	1.69	65.25	3.68	2.19	137.81	21.67
32.84	38.8	1.67	62.29	3.66	2.17	140.3	21.8
32.92	38.62	1.678	63.47	3.67	2.18	139.3	21.75
32.97	38.48	1.684	66.25	3.67	2.18	138.55	21.71
32.65	39.25	1.651	64.63	3.64	2.14	142.73	21.93
33.17	38.03	1.704	65.3	3.69	2.21	136.12	21.58
33.01	38.39	1.688	64.55	3.68	2.19	138.06	21.69
33.23	37.89	1.71	68.35	3.7	2.22	135.4	21.55
33.01	38.39	1.688	65.79	3.68	2.19	138.06	21.69
32.49	39.63	1.635	61.77	3.62	2.12	144.83	22.03
32.8	38.9	1.666	60.85	3.65	2.16	140.8	21.83
32.79	38.92	1.665	62.75	3.65	2.16	140.93	21.83
33.05	38.3	1.692	61.76	3.68	2.19	137.57	21.66
32.91	38.64	1.677	62.54	3.66	2.17	139.42	21.76
32.83	38.83	1.669	60.57	3.66	2.16	140.42	21.81
32.72	39.08	1.658	64.12	3.64	2.15	141.82	21.88
32.54	39.51	1.64	58.28	3.62	2.13	144.16	22
33.35	37.61	1.723	65.91	3.71	2.23	133.87	21.46
32.7	39.13	1.656	62.49	3.64	2.15	142.08	21.89
33.28	37.78	1.715	67.07	3.71	2.22	134.81	21.51
33.06	38.28	1.693	65.05	3.68	2.19	137.45	21.65
32.54	39.51	1.64	63.22	3.62	2.13	144.16	22
32.83	38.83	1.669	61.59	3.66	2.16	140.42	21.81
32.98	38.46	1.685	66.78	3.67	2.18	138.43	21.7
32.67	39.2	1.653	63.95	3.64	2.14	142.47	21.91
33.07	38.25	1.694	63.44	3.68	2.2	137.33	21.65
32.9	38.66	1.676	63.46	3.66	2.17	139.54	21.76
32.36	39.95	1.622	61.1	3.6	2.1	146.57	22.12
33.39	37.52	1.727	64.39	3.72	2.24	133.41	21.44
32.87	38.73	1.673	61.18	3.66	2.17	139.92	21.78
32.91	38.64	1.677	60.36	3.66	2.17	139.42	21.76
32.77	38.97	1.663	64.92	3.65	2.16	141.18	21.85
32.38	39.9	1.624	57.64	3.61	2.11	146.3	22.11
32.76	38.99	1.662	66.03	3.65	2.15	141.31	21.85
33.23	37.89	1.71	63.98	3.7	2.22	135.4	21.55
32.95	38.55	1.681	63.43	3.67	2.18	138.92	21.73
33.3	37.74	1.717	61.92	3.71	2.23	134.58	21.5
32.93	38.59	1.679	60.04	3.67	2.18	139.17	21.74
32.79	38.92	1.665	60.36	3.65	2.16	140.93	21.83
32.48	39.66	1.634	57.24	3.62	2.12	144.96	22.04
32.58	39.42	1.644	56.58	3.63	2.13	143.64	21.97
32.81	38.87	1.667	56.32	3.65	2.16	140.68	21.82
33	38.41	1.687	61.17	3.68	2.19	138.18	21.69
32.72	39.08	1.658	63.21	3.64	2.15	141.82	21.88
33.42	37.46	1.73	60.42	3.72	2.24	133.06	21.42
32.61	39.34	1.647	55.34	3.63	2.14	143.25	21.95
32.78	38.94	1.664	55.42	3.65	2.16	141.06	21.84
33.02	38.37	1.689	59.65	3.68	2.19	137.94	21.68
33.33	37.67	1.72	60.39	3.71	2.23	134.22	21.48
32.85	38.78	1.671	57.03	3.66	2.17	140.17	21.8
32.49	39.63	1.635	55.02	3.62	2.12	144.83	22.03
32.53	39.54	1.639	57.29	3.62	2.12	144.3	22.01
32.95	38.55	1.681	59.74	3.67	2.18	138.92	21.73
33.11	38.16	1.698	64.13	3.69	2.2	136.84	21.62
32.91	38.64	1.677	58.75	3.66	2.17	139.42	21.76
32.88	38.71	1.674	57.7	3.66	2.17	139.79	21.78
33.21	37.94	1.708	61.58	3.7	2.21	135.64	21.56
32.9	38.66	1.676	60.92	3.66	2.17	139.54	21.76
32.54	39.51	1.64	56.74	3.62	2.13	144.16	22
32.67	39.2	1.653	57.5	3.64	2.14	142.47	21.91
32.44	39.75	1.63	57.81	3.61	2.11	145.49	22.07
32.79	38.92	1.665	60.85	3.65	2.16	140.93	21.83
32.73	39.06	1.659	56.39	3.64	2.15	141.7	21.87
33.07	38.25	1.694	60.8	3.68	2.2	137.33	21.65
32.84	38.8	1.67	58.2	3.66	2.17	140.3	21.8
32.47	39.68	1.633	58.18	3.62	2.12	145.09	22.05
32.9	38.66	1.676	60.14	3.66	2.17	139.54	21.76
32.67	39.2	1.653	61.55	3.64	2.14	142.47	21.91
32.54	39.51	1.64	57.07	3.62	2.13	144.16	22
32.54	39.51	1.64	57.66	3.62	2.13	144.16	22
32.66	39.23	1.652	60.2	3.64	2.14	142.6	21.92
32.94	38.57	1.68	65.87	3.67	2.18	139.05	21.74
33.04	38.32	1.691	60.32	3.68	2.19	137.69	21.67
33.17	38.03	1.704	69.5	3.69	2.21	136.12	21.58
33.12	38.14	1.699	62.82	3.69	2.2	136.72	21.62
32.47	39.68	1.633	62.92	3.62	2.12	145.09	22.05
32.9	38.66	1.676	63.26	3.66	2.17	139.54	21.76
32.96	38.53	1.682	62.34	3.67	2.18	138.8	21.72
32.84	38.8	1.67	62.35	3.66	2.17	140.3	21.8
32.73	39.06	1.659	62.89	3.64	2.15	141.7	21.87
32.52	39.56	1.638	62.27	3.62	2.12	144.43	22.01
32.7	39.13	1.656	62.61	3.64	2.15	142.08	21.89
32.99	38.43	1.686	60.91	3.67	2.19	138.31	21.7
32.55	39.49	1.641	58.39	3.63	2.13	144.03	21.99
32.49	39.63	1.635	60.14	3.62	2.12	144.83	22.03
32.58	39.42	1.644	56.27	3.63	2.13	143.64	21.97
32.68	39.18	1.654	58.93	3.64	2.14	142.34	21.91
32.29	40.12	1.615	62.28	3.6	2.09	147.52	22.17
32.29	40.12	1.615	56.19	3.6	2.09	147.52	22.17
32.68	39.18	1.654	60.06	3.64	2.14	142.34	21.91
32.2	40.35	1.606	62.58	3.59	2.08	148.77	22.23
32.85	38.78	1.671	59.01	3.66	2.17	140.17	21.8
32.28	40.15	1.614	54.82	3.6	2.09	147.66	22.18
32.83	38.83	1.669	59.84	3.66	2.16	140.42	21.81
32.39	39.88	1.625	54.88	3.61	2.11	146.17	22.1
32.73	39.06	1.659	63.38	3.64	2.15	141.7	21.87
32.16	40.45	1.602	53.64	3.58	2.08	149.32	22.26
33.24	37.87	1.711	61.56	3.7	2.22	135.28	21.54
33.14	38.1	1.701	65.53	3.69	2.21	136.48	21.6
33.23	37.89	1.71	61.33	3.7	2.22	135.4	21.55
32.87	38.73	1.673	62.67	3.66	2.17	139.92	21.78
33.09	38.21	1.696	63.54	3.69	2.2	137.08	21.63
33.29	37.76	1.716	66.68	3.71	2.22	134.69	21.51
32.92	38.62	1.678	60.74	3.67	2.18	139.3	21.75
32.67	39.2	1.653	62.3	3.64	2.14	142.47	21.91
32.96	38.53	1.682	60.94	3.67	2.18	138.8	21.72
32.77	38.97	1.663	65.44	3.65	2.16	141.18	21.85
33.11	38.16	1.698	60.46	3.69	2.2	136.84	21.62
32.96	38.5	1.683	61.25	3.67	2.18	138.67	21.72
32.64	39.27	1.65	59.43	3.64	2.14	142.86	21.93
32.99	38.43	1.686	61.05	3.67	2.19	138.31	21.7
32.79	38.92	1.665	61.44	3.65	2.16	140.93	21.83
32.5	39.61	1.636	62.86	3.62	2.12	144.69	22.03
32.78	38.94	1.664	60.38	3.65	2.16	141.06	21.84
32.99	38.43	1.686	56.06	3.67	2.19	138.31	21.7
32.62	39.32	1.648	56.56	3.63	2.14	143.12	21.95
32.79	38.92	1.665	58.93	3.65	2.16	140.93	21.83
33.07	38.25	1.694	56.03	3.68	2.2	137.33	21.65
32.44	39.75	1.63	58.02	3.61	2.11	145.49	22.07
32.9	38.66	1.676	63.59	3.66	2.17	139.54	21.76
32.98	38.46	1.685	59.13	3.67	2.18	138.43	21.7
32.74	39.04	1.66	62.93	3.65	2.15	141.57	21.87
32.89	38.69	1.675	63.56	3.66	2.17	139.67	21.77
32.91	38.64	1.677	62.52	3.66	2.17	139.42	21.76
32.98	38.46	1.685	59.61	3.67	2.18	138.43	21.7
32.7	39.13	1.656	60.59	3.64	2.15	142.08	21.89
33	38.41	1.687	62.11	3.68	2.19	138.18	21.69
32.96	38.53	1.682	65.7	3.67	2.18	138.8	21.72
32.54	39.51	1.64	59.33	3.62	2.13	144.16	22
33.01	38.39	1.688	64.08	3.68	2.19	138.06	21.69
32.92	38.62	1.678	59.58	3.67	2.18	139.3	21.75
32.76	38.99	1.662	62.58	3.65	2.15	141.31	21.85
32.75	39.01	1.661	59.19	3.65	2.15	141.44	21.86
33.05	38.3	1.692	61.59	3.68	2.19	137.57	21.66
32.88	38.71	1.674	58.17	3.66	2.17	139.79	21.78
33.31	37.72	1.718	59.83	3.71	2.23	134.46	21.5
32.86	38.76	1.672	58.14	3.66	2.17	140.05	21.79
33.24	37.87	1.711	63.54	3.7	2.22	135.28	21.54
32.57	39.44	1.643	58.28	3.63	2.13	143.77	21.98
32.73	39.06	1.659	58.41	3.64	2.15	141.7	21.87
32.53	39.54	1.639	62.01	3.62	2.12	144.3	22.01
32.82	38.85	1.668	58.72	3.65	2.16	140.55	21.82
32.96	38.5	1.683	61.25	3.67	2.18	138.67	21.72
32.51	39.58	1.637	59.4	3.62	2.12	144.56	22.02
32.71	39.11	1.657	59.56	3.64	2.15	141.95	21.89
32.64	39.27	1.65	58.07	3.64	2.14	142.86	21.93
32.61	39.34	1.647	58.53	3.63	2.14	143.25	21.95
32.97	38.48	1.684	62.19	3.67	2.18	138.55	21.71
32.35	39.98	1.621	60.68	3.6	2.1	146.71	22.13
32.57	39.44	1.643	61.28	3.63	2.13	143.77	21.98
32.53	39.54	1.639	55	3.62	2.12	144.3	22.01
32.62	39.32	1.648	59.62	3.63	2.14	143.12	21.95
32.59	39.39	1.645	56.32	3.63	2.13	143.51	21.97
33.1	38.19	1.697	56.22	3.69	2.2	136.96	21.63
32.98	38.46	1.685	62.3	3.67	2.18	138.43	21.7
33.16	38.05	1.703	64.81	3.69	2.21	136.24	21.59
33.13	38.12	1.7	59.12	3.69	2.2	136.6	21.61
33.18	38.01	1.705	60.66	3.7	2.21	136	21.58
32.66	39.23	1.652	59.85	3.64	2.14	142.6	21.92
33.09	38.21	1.696	62.84	3.69	2.2	137.08	21.63
32.45	39.73	1.631	58.81	3.61	2.11	145.36	22.06
32.55	39.49	1.641	59.58	3.63	2.13	144.03	21.99
32.73	39.06	1.659	58.14	3.64	2.15	141.7	21.87
32.96	38.53	1.682	60.63	3.67	2.18	138.8	21.72
32.85	38.78	1.671	62.04	3.66	2.17	140.17	21.8
32.81	38.87	1.667	58.68	3.65	2.16	140.68	21.82
32.73	39.06	1.659	60.29	3.64	2.15	141.7	21.87
32.77	38.97	1.663	62.1	3.65	2.16	141.18	21.85
32.79	38.92	1.665	61.07	3.65	2.16	140.93	21.83
32.32	40.05	1.618	57.11	3.6	2.1	147.11	22.15
32.85	38.78	1.671	60.89	3.66	2.17	140.17	21.8
33.05	38.3	1.692	60.4	3.68	2.19	137.57	21.66
32.84	38.8	1.67	55.02	3.66	2.17	140.3	21.8
32.61	39.34	1.647	57.91	3.63	2.14	143.25	21.95
32.77	38.97	1.663	56.13	3.65	2.16	141.18	21.85
32.69	39.15	1.655	55.42	3.64	2.15	142.21	21.9
32.97	38.48	1.684	61.19	3.67	2.18	138.55	21.71
33.17	38.03	1.704	61.7	3.69	2.21	136.12	21.58
33.01	38.39	1.688	59.5	3.68	2.19	138.06	21.69
32.63	39.3	1.649	59.07	3.63	2.14	142.99	21.94
33.04	38.32	1.691	60.28	3.68	2.19	137.69	21.67
32.62	39.32	1.648	60.66	3.63	2.14	143.12	21.95
33.1	38.19	1.697	63.4	3.69	2.2	136.96	21.63
33.05	38.3	1.692	59.64	3.68	2.19	137.57	21.66
32.69	39.15	1.655	60.07	3.64	2.15	142.21	21.9
32.87	38.73	1.673	58.95	3.66	2.17	139.92	21.78
33.12	38.14	1.699	63.27	3.69	2.2	136.72	21.62
32.97	38.48	1.684	60.5	3.67	2.18	138.55	21.71
32.41	39.83	1.627	57.9	3.61	2.11	145.9	22.09
32.75	39.01	1.661	59.7	3.65	2.15	141.44	21.86
33	38.41	1.687	62.41	3.68	2.19	138.18	21.69
32.62	39.32	1.648	67.05	3.63	2.14	143.12	21.95
32.65	39.25	1.651	62.76	3.64	2.14	142.73	21.93
33.3	37.74	1.717	62.29	3.71	2.23	134.58	21.5
32.79	38.92	1.665	63.2	3.65	2.16	140.93	21.83
33.2	37.96	1.707	61.53	3.7	2.21	135.76	21.56
32.58	39.42	1.644	57.39	3.63	2.13	143.64	21.97
32.62	39.32	1.648	65.45	3.63	2.14	143.12	21.95
32.65	39.25	1.651	62.91	3.64	2.14	142.73	21.93
32.98	38.46	1.685	62.83	3.67	2.18	138.43	21.7
