40.20	1.612	53.70	3.59	2.09	147.94	22.19	5	5	39.05
39.32	1.648	56.62	3.63	2.14	143.12	21.95	5	5	39.49
37.81	1.714	56.53	3.70	2.22	134.93	21.52	5	5	40.27
39.04	1.66	65.85	3.65	2.15	141.57	21.87	5	5	39.63
39.44	1.643	53.70	3.63	2.13	143.77	21.98	5	5	39.43
38.46	1.685	59.51	3.67	2.18	138.43	21.70	5	5	39.93
38.21	1.696	57.66	3.69	2.20	137.08	21.63	5	5	40.06
37.16	1.744	61.40	3.74	2.26	131.46	21.33	5	5	40.62
39.13	1.656	54.69	3.64	2.15	142.08	21.89	5	5	39.58
38.25	1.694	59.12	3.68	2.20	137.33	21.65	5	5	40.03
39.54	1.639	54.47	3.62	2.12	144.30	22.01	5	5	39.38
39.42	1.644	56.99	3.63	2.13	143.64	21.97	5	5	39.44
38.57	1.68	59.59	3.67	2.18	139.05	21.74	5	5	39.87
38.37	1.689	53.87	3.68	2.19	137.94	21.68	5	5	39.98
37.96	1.707	61.60	3.70	2.21	135.76	21.56	5	5	40.19
38.23	1.695	57.25	3.68	2.20	137.20	21.64	5	5	40.05
38.32	1.691	60.99	3.68	2.19	137.69	21.67	5	5	40.00
38.28	1.693	57.41	3.68	2.19	137.45	21.65	5	5	40.02
39.54	1.639	55.21	3.62	2.12	144.30	22.01	5	5	39.38
39.51	1.64	52.47	3.62	2.13	144.16	22.00	5	5	39.39
37.83	1.713	60.85	3.70	2.22	135.05	21.53	5	5	40.26
38.43	1.686	57.77	3.67	2.19	138.31	21.70	5	5	39.94
39.34	1.647	57.03	3.63	2.14	143.25	21.95	5	5	39.48
39.30	1.649	56.67	3.63	2.14	142.99	21.94	5	5	39.50
38.34	1.69	61.44	3.68	2.19	137.81	21.67	5	5	39.99
39.63	1.635	56.22	3.62	2.12	144.83	22.03	5	5	39.33
40.47	1.601	67.52	3.58	2.08	149.46	22.27	5	5	38.92
37.50	1.728	61.61	3.72	2.24	133.29	21.43	5	5	40.43
39.32	1.648	59.84	3.63	2.14	143.12	21.95	5	5	39.49
38.01	1.705	63.98	3.70	2.21	136.00	21.58	5	5	40.16
40.12	1.615	59.62	3.60	2.09	147.52	22.17	5	5	39.09
37.33	1.736	65.33	3.73	2.25	132.37	21.38	5	5	40.53
39.11	1.657	60.87	3.64	2.15	141.95	21.89	5	5	39.60
38.28	1.693	64.54	3.68	2.19	137.45	21.65	5	5	40.02
37.57	1.725	63.52	3.72	2.24	133.64	21.45	5	5	40.40
38.99	1.662	58.46	3.65	2.15	141.31	21.85	5	5	39.66
38.64	1.677	59.27	3.66	2.17	139.42	21.76	5	5	39.83
37.50	1.728	67.11	3.72	2.24	133.29	21.43	5	5	40.43
39.83	1.627	56.60	3.61	2.11	145.90	22.09	5	5	39.24
39.06	1.659	58.40	3.64	2.15	141.70	21.87	5	5	39.62
38.05	1.703	61.94	3.69	2.21	136.24	21.59	5	5	40.14
39.08	1.658	59.20	3.64	2.15	141.82	21.88	5	5	39.61
37.78	1.715	60.64	3.71	2.22	134.81	21.51	5	5	40.28
38.05	1.703	64.08	3.69	2.21	136.24	21.59	5	5	40.14
38.41	1.687	31.93	3.68	2.19	138.18	21.69	5	5	39.95
38.01	1.705	62.78	3.70	2.21	136.00	21.58	5	5	40.16
38.39	1.688	62.41	3.68	2.19	138.06	21.69	5	5	39.96
39.01	1.661	59.94	3.65	2.15	141.44	21.86	5	5	39.64
39.95	1.622	59.21	3.60	2.10	146.57	22.12	5	5	39.17
40.15	1.614	57.83	3.60	2.09	147.66	22.18	5	5	39.08
39.78	1.629	64.69	3.61	2.11	145.63	22.07	5	5	39.26
38.37	1.689	62.42	3.68	2.19	137.94	21.68	5	5	39.98
40.20	1.612	61.11	3.59	2.09	147.94	22.19	5	5	39.05
37.18	1.743	64.61	3.74	2.26	131.58	21.34	5	5	40.61
38.59	1.679	60.41	3.67	2.18	139.17	21.74	5	5	39.86
37.46	1.73	64.12	3.72	2.24	133.06	21.42	5	5	40.46
37.67	1.72	60.74	3.71	2.23	134.22	21.48	5	5	40.34
39.66	1.634	58.02	3.62	2.12	144.96	22.04	5	5	39.32
38.23	1.695	57.74	3.68	2.20	137.20	21.64	5	5	40.05
40.75	1.59	61.03	3.57	2.06	151.02	22.34	5	5	38.79
39.11	1.657	61.41	3.64	2.15	141.95	21.89	5	5	39.60
39.08	1.658	60.49	3.64	2.15	141.82	21.88	5	5	39.61
37.98	1.706	58.30	3.70	2.21	135.88	21.57	5	5	40.18
38.78	1.671	58.13	3.66	2.17	140.17	21.80	5	5	39.76
40.94	1.583	61.66	3.56	2.05	152.02	22.39	5	5	38.70
39.11	1.657	59.35	3.64	2.15	141.95	21.89	5	5	39.60
38.23	1.695	63.88	3.68	2.20	137.20	21.64	5	5	40.05
39.32	1.648	57.88	3.63	2.14	143.12	21.95	5	5	39.49
38.53	1.682	59.11	3.67	2.18	138.80	21.72	5	5	39.89
40.05	1.618	63.12	3.60	2.10	147.11	22.15	5	5	39.13
38.14	1.699	60.29	3.69	2.20	136.72	21.62	5	5	40.09
37.74	1.717	63.04	3.71	2.23	134.58	21.50	5	5	40.31
38.66	1.676	62.45	3.66	2.17	139.54	21.76	5	5	39.82
37.22	1.741	64.82	3.73	2.26	131.80	21.35	5	5	40.59
39.83	1.627	58.52	3.61	2.11	145.90	22.09	5	5	39.24
39.13	1.656	57.76	3.64	2.15	142.08	21.89	5	5	39.58
36.97	1.753	65.49	3.75	2.27	130.45	21.28	5	5	40.73
40.50	1.6	65.58	3.58	2.07	149.60	22.27	5	5	38.91
38.25	1.694	62.22	3.68	2.20	137.33	21.65	5	5	40.03
37.87	1.711	65.71	3.70	2.22	135.28	21.54	5	5	40.24
39.61	1.636	65.10	3.62	2.12	144.69	22.03	5	5	39.34
36.94	1.754	65.21	3.75	2.27	130.34	21.27	5	5	40.74
41.89	1.547	64.88	3.52	2.01	157.36	22.65	5	5	38.26
36.82	1.76	62.16	3.75	2.28	129.67	21.24	5	5	40.81
37.83	1.713	56.05	3.70	2.22	135.05	21.53	5	5	40.26
38.55	1.681	62.66	3.67	2.18	138.92	21.73	5	5	39.88
39.44	1.643	46.30	3.63	2.13	143.77	21.98	5	5	39.43
38.69	1.675	50.60	3.66	2.17	139.67	21.77	5	5	39.81
39.90	1.624	66.23	3.61	2.11	146.30	22.11	5	5	39.20
39.32	1.648	50.07	3.63	2.14	143.12	21.95	5	5	39.49
38.55	1.681	52.69	3.67	2.18	138.92	21.73	5	5	39.88
37.72	1.718	65.14	3.71	2.23	134.46	21.50	5	5	40.32
38.53	1.682	53.26	3.67	2.18	138.80	21.72	5	5	39.89
38.80	1.67	59.69	3.66	2.17	140.30	21.80	5	5	39.75
37.50	1.728	56.98	3.72	2.24	133.29	21.43	5	5	40.43
38.57	1.68	49.94	3.67	2.18	139.05	21.74	5	5	39.87
37.61	1.723	55.91	3.71	2.23	133.87	21.46	5	5	40.38
39.90	1.624	58.04	3.61	2.11	146.30	22.11	5	5	39.20
